,Unnamed: 0_x,Poverty White_2011,Poverty Black_2011,Poverty American Indian_2011,Poverty Asian_2011,Poverty Hispanic_2011,Poverty Two or More Races_2011,Total Poverty Count_2011,Poverty Male_2011,Female_2011,Zipcode,Unnamed: 0_y,Poverty White_2012,Poverty Black_2012,Poverty American Indian_2012,Poverty Asian_2012,Poverty Hispanic_2012,Poverty Two or More Races_2012,Total Poverty Count_2012,Poverty Male_2012,Female_2012,Unnamed: 0_x,Poverty White_2013,Poverty Black_2013,Poverty American Indian_2013,Poverty Asian_2013,Poverty Hispanic_2013,Poverty Two or More Races_2013,Total Poverty Count_2013,Poverty Male_2013,Female_2013,Unnamed: 0_y,Poverty White_2014,Poverty Black_2014,Poverty American Indian_2014,Poverty Asian_2014,Poverty Hispanic_2014,Poverty Two or More Races_2014,Total Poverty Count_2014,Poverty Male_2014,Female_2014,Unnamed: 0_x,Poverty White_2015,Poverty Black_2015,Poverty American Indian_2015,Poverty Asian_2015,Poverty Hispanic_2015,Poverty Two or More Races_2015,Total Poverty Count_2015,Poverty Male_2015,Female_2015,Unnamed: 0_y,Poverty White_2016,Poverty Black_2016,Poverty American Indian_2016,Poverty Asian_2016,Poverty Hispanic_2016,Poverty Two or More Races_2016,Total Poverty Count_2016,Poverty Male_2016,Female_2016,Unnamed: 0_x,Poverty White_2017,Poverty Black_2017,Poverty American Indian_2017,Poverty Asian_2017,Poverty Hispanic_2017,Poverty Two or More Races_2017,Total Poverty Count_2017,Poverty Male_2017,Female_2017,Unnamed: 0_y,Poverty White_2018,Poverty Black_2018,Poverty American Indian_2018,Poverty Asian_2018,Poverty Hispanic_2018,Poverty Two or More Races_2018,Total Poverty Count_2018,Poverty Male_2018,Female_2018
24,27548,1804.0,258.0,0.0,363.0,32.0,159.0,2671.0,1338.0,1333.0,78728,27386,1920.0,317.0,0.0,335.0,36.0,166.0,2885.0,1411.0,1474.0,27229,1779.0,376.0,0.0,392.0,29.0,196.0,2881.0,1425.0,1456.0,27866,1837.0,396.0,0.0,390.0,28.0,267.0,3040.0,1484.0,1556.0,32231,1299.0,542.0,0.0,183.0,0.0,137.0,2295.0,986.0,1309.0,21654,935.0,503.0,0.0,95.0,0.0,131.0,1846.0,861.0,985.0,2800,1064.0,667.0,0.0,83.0,0.0,127.0,2077.0,953.0,1124.0,17969,1534.0,578.0,0.0,81.0,0.0,123.0,2457.0,1281.0,1176.0
25,27549,1779.0,134.0,0.0,294.0,0.0,153.0,2390.0,890.0,1500.0,78729,27387,1463.0,131.0,0.0,390.0,0.0,92.0,2108.0,861.0,1247.0,27230,1339.0,187.0,0.0,362.0,0.0,54.0,1967.0,867.0,1100.0,27867,1489.0,355.0,0.0,242.0,0.0,77.0,2206.0,968.0,1238.0,32232,1516.0,403.0,0.0,218.0,0.0,73.0,2267.0,1056.0,1211.0,21655,1211.0,353.0,0.0,181.0,0.0,77.0,1878.0,867.0,1011.0,2683,1251.0,312.0,0.0,147.0,0.0,81.0,1899.0,973.0,926.0,18991,968.0,299.0,0.0,98.0,0.0,84.0,1584.0,759.0,825.0
26,27550,121.0,0.0,0.0,20.0,0.0,0.0,141.0,93.0,48.0,78730,27388,281.0,0.0,0.0,34.0,0.0,45.0,360.0,148.0,212.0,27231,367.0,0.0,0.0,37.0,0.0,45.0,449.0,138.0,311.0,27868,360.0,0.0,0.0,37.0,0.0,42.0,439.0,133.0,306.0,32233,349.0,0.0,0.0,20.0,0.0,46.0,415.0,115.0,300.0,21656,306.0,0.0,0.0,16.0,0.0,38.0,360.0,85.0,275.0,2696,159.0,0.0,0.0,0.0,0.0,0.0,159.0,24.0,135.0,19015,249.0,0.0,0.0,0.0,0.0,0.0,249.0,107.0,142.0
27,27551,1519.0,72.0,0.0,722.0,0.0,31.0,2378.0,1030.0,1348.0,78731,27389,1299.0,78.0,0.0,745.0,0.0,59.0,2196.0,846.0,1350.0,27232,1722.0,118.0,0.0,609.0,0.0,60.0,2530.0,997.0,1533.0,27869,1704.0,82.0,0.0,548.0,0.0,41.0,2405.0,907.0,1498.0,32234,1734.0,73.0,0.0,571.0,0.0,41.0,2446.0,987.0,1459.0,21657,1737.0,78.0,0.0,472.0,0.0,57.0,2438.0,918.0,1520.0,17854,1860.0,113.0,0.0,413.0,0.0,75.0,2550.0,892.0,1658.0,19595,1693.0,46.0,0.0,478.0,0.0,140.0,2446.0,896.0,1550.0
28,27552,545.0,0.0,0.0,67.0,0.0,0.0,612.0,345.0,267.0,78732,27390,467.0,0.0,0.0,16.0,0.0,0.0,483.0,301.0,182.0,27233,338.0,0.0,0.0,0.0,0.0,0.0,338.0,219.0,119.0,27870,369.0,0.0,0.0,0.0,0.0,0.0,369.0,178.0,191.0,32235,243.0,0.0,0.0,0.0,0.0,0.0,243.0,80.0,163.0,21658,188.0,0.0,0.0,0.0,0.0,0.0,188.0,22.0,166.0,171,318.0,0.0,0.0,0.0,0.0,0.0,318.0,114.0,204.0,19644,286.0,0.0,0.0,0.0,0.0,0.0,286.0,119.0,167.0
29,27553,209.0,0.0,0.0,0.0,0.0,39.0,276.0,121.0,155.0,78733,27391,207.0,0.0,0.0,0.0,0.0,37.0,255.0,111.0,144.0,27234,261.0,0.0,0.0,0.0,0.0,35.0,309.0,134.0,175.0,27871,222.0,0.0,0.0,0.0,0.0,31.0,280.0,111.0,169.0,32236,184.0,0.0,0.0,0.0,0.0,0.0,199.0,60.0,139.0,21659,174.0,0.0,0.0,5.0,0.0,0.0,194.0,70.0,124.0,2697,140.0,0.0,0.0,4.0,0.0,0.0,155.0,58.0,97.0,19017,179.0,0.0,0.0,5.0,0.0,0.0,195.0,125.0,70.0
30,27554,963.0,0.0,51.0,0.0,0.0,0.0,1422.0,822.0,600.0,78734,27392,1478.0,0.0,0.0,0.0,0.0,0.0,1824.0,881.0,943.0,27235,1350.0,0.0,0.0,0.0,0.0,17.0,1710.0,834.0,876.0,27872,1571.0,0.0,0.0,0.0,0.0,15.0,1962.0,895.0,1067.0,32237,1525.0,10.0,0.0,0.0,0.0,12.0,1560.0,547.0,1013.0,21660,1329.0,11.0,0.0,11.0,0.0,39.0,1408.0,445.0,963.0,17855,1089.0,42.0,0.0,22.0,0.0,50.0,1213.0,423.0,790.0,19596,944.0,47.0,0.0,26.0,0.0,41.0,1069.0,426.0,643.0
31,27555,944.0,0.0,0.0,0.0,0.0,41.0,1078.0,503.0,575.0,78735,27393,854.0,0.0,0.0,0.0,0.0,90.0,1031.0,433.0,598.0,27236,803.0,16.0,0.0,0.0,0.0,22.0,841.0,399.0,442.0,27873,1352.0,48.0,0.0,0.0,0.0,19.0,1419.0,667.0,752.0,32238,1092.0,43.0,0.0,0.0,0.0,24.0,1159.0,544.0,615.0,21661,1257.0,42.0,0.0,0.0,0.0,30.0,1329.0,624.0,705.0,2731,1478.0,47.0,0.0,45.0,0.0,0.0,1580.0,791.0,789.0,19087,1697.0,28.0,0.0,74.0,0.0,0.0,1829.0,866.0,963.0
32,27556,213.0,2.0,0.0,59.0,0.0,0.0,398.0,175.0,223.0,78736,27394,164.0,2.0,0.0,100.0,0.0,0.0,266.0,112.0,154.0,27237,157.0,1.0,0.0,124.0,0.0,0.0,282.0,118.0,164.0,27874,192.0,4.0,0.0,132.0,0.0,0.0,328.0,127.0,201.0,32239,221.0,2.0,0.0,48.0,0.0,0.0,271.0,70.0,201.0,21662,116.0,1.0,0.0,49.0,0.0,0.0,166.0,57.0,109.0,2801,207.0,4.0,0.0,16.0,0.0,0.0,227.0,88.0,139.0,17970,459.0,25.0,0.0,0.0,0.0,0.0,484.0,245.0,239.0
33,27557,134.0,0.0,0.0,11.0,0.0,0.0,146.0,60.0,86.0,78737,27395,319.0,0.0,0.0,14.0,0.0,0.0,335.0,140.0,195.0,27238,400.0,0.0,0.0,13.0,0.0,0.0,415.0,164.0,251.0,27875,498.0,1.0,0.0,1.0,0.0,0.0,502.0,199.0,303.0,32240,454.0,2.0,0.0,1.0,0.0,0.0,459.0,189.0,270.0,21663,386.0,3.0,0.0,1.0,0.0,0.0,391.0,174.0,217.0,2135,310.0,2.0,0.0,8.0,0.0,9.0,329.0,160.0,169.0,18919,501.0,2.0,0.0,7.0,0.0,8.0,518.0,242.0,276.0
34,27558,455.0,0.0,0.0,8.0,0.0,0.0,472.0,185.0,287.0,78738,27396,365.0,0.0,0.0,9.0,0.0,0.0,374.0,131.0,243.0,27239,473.0,0.0,0.0,60.0,0.0,61.0,594.0,222.0,372.0,27876,382.0,0.0,0.0,53.0,0.0,84.0,519.0,200.0,319.0,32241,311.0,0.0,0.0,46.0,0.0,94.0,451.0,199.0,252.0,21664,285.0,0.0,0.0,21.0,0.0,66.0,372.0,200.0,172.0,2673,375.0,1.0,0.0,251.0,0.0,60.0,687.0,402.0,285.0,19007,444.0,7.0,0.0,186.0,0.0,0.0,637.0,362.0,275.0
35,27559,208.0,0.0,0.0,26.0,0.0,10.0,244.0,119.0,125.0,78739,27397,211.0,0.0,0.0,0.0,0.0,13.0,224.0,64.0,160.0,27240,176.0,0.0,0.0,0.0,0.0,0.0,176.0,42.0,134.0,27877,213.0,0.0,0.0,34.0,0.0,0.0,247.0,77.0,170.0,32242,419.0,0.0,0.0,29.0,0.0,0.0,448.0,189.0,259.0,21665,377.0,0.0,0.0,42.0,0.0,21.0,440.0,189.0,251.0,2821,396.0,0.0,0.0,34.0,0.0,17.0,447.0,199.0,248.0,19498,523.0,0.0,0.0,104.0,0.0,19.0,646.0,318.0,328.0
36,27560,7231.0,1639.0,45.0,993.0,40.0,410.0,17949.0,8147.0,9802.0,78741,27398,9617.0,1826.0,161.0,1188.0,40.0,719.0,19455.0,9154.0,10301.0,27241,11603.0,1984.0,91.0,924.0,0.0,892.0,20079.0,9556.0,10523.0,27878,14383.0,2227.0,122.0,1083.0,0.0,914.0,21855.0,10675.0,11180.0,32243,14409.0,2551.0,121.0,1004.0,0.0,883.0,21056.0,10360.0,10696.0,21666,12757.0,2041.0,234.0,1092.0,0.0,728.0,18029.0,9055.0,8974.0,17856,10487.0,2249.0,60.0,945.0,0.0,676.0,15978.0,8176.0,7802.0,19597,8227.0,2582.0,171.0,946.0,0.0,371.0,13899.0,6930.0,6969.0
37,27561,62.0,9.0,0.0,0.0,0.0,0.0,327.0,121.0,206.0,78742,27399,102.0,0.0,0.0,0.0,0.0,0.0,336.0,113.0,223.0,27242,146.0,0.0,0.0,0.0,0.0,0.0,412.0,151.0,261.0,27879,107.0,20.0,0.0,0.0,0.0,0.0,159.0,66.0,93.0,32244,133.0,26.0,0.0,0.0,0.0,0.0,159.0,63.0,96.0,21667,151.0,36.0,0.0,0.0,0.0,0.0,187.0,85.0,102.0,2822,83.0,30.0,0.0,0.0,0.0,0.0,113.0,50.0,63.0,19499,74.0,26.0,0.0,0.0,0.0,0.0,100.0,36.0,64.0
38,27562,3787.0,660.0,15.0,21.0,0.0,223.0,10339.0,4823.0,5516.0,78744,27400,5427.0,646.0,27.0,2.0,0.0,380.0,11212.0,5214.0,5998.0,27243,7096.0,792.0,20.0,0.0,0.0,334.0,11938.0,5642.0,6296.0,27880,9502.0,721.0,36.0,4.0,0.0,437.0,13074.0,6176.0,6898.0,32245,10343.0,597.0,31.0,5.0,0.0,414.0,13376.0,6416.0,6960.0,21668,9558.0,842.0,26.0,7.0,0.0,404.0,12408.0,5872.0,6536.0,17808,9085.0,889.0,23.0,21.0,0.0,331.0,11870.0,5720.0,6150.0,19546,7710.0,1051.0,0.0,21.0,0.0,288.0,11107.0,5307.0,5800.0
39,27563,5688.0,498.0,65.0,129.0,0.0,298.0,8632.0,4193.0,4439.0,78745,27401,6645.0,446.0,74.0,146.0,0.0,364.0,8722.0,4098.0,4624.0,27244,7511.0,524.0,117.0,107.0,18.0,551.0,9737.0,4557.0,5180.0,27881,7454.0,673.0,52.0,225.0,15.0,346.0,9464.0,4096.0,5368.0,32246,6878.0,508.0,31.0,250.0,9.0,331.0,8185.0,3609.0,4576.0,21669,6907.0,480.0,40.0,166.0,11.0,369.0,8176.0,3789.0,4387.0,223,6456.0,480.0,31.0,207.0,10.0,287.0,7695.0,3528.0,4167.0,19613,6443.0,570.0,11.0,195.0,0.0,161.0,7515.0,3220.0,4295.0
40,27564,992.0,26.0,0.0,134.0,0.0,10.0,1175.0,606.0,569.0,78746,27402,1098.0,58.0,0.0,122.0,0.0,22.0,1300.0,619.0,681.0,27245,1234.0,40.0,0.0,153.0,63.0,16.0,1506.0,755.0,751.0,27882,1251.0,40.0,0.0,139.0,78.0,10.0,1518.0,751.0,767.0,32247,1221.0,54.0,0.0,95.0,86.0,20.0,1490.0,707.0,783.0,21670,1009.0,39.0,0.0,76.0,67.0,28.0,1247.0,580.0,667.0,17857,1196.0,27.0,0.0,102.0,52.0,8.0,1415.0,687.0,728.0,19598,1172.0,32.0,0.0,61.0,0.0,12.0,1314.0,587.0,727.0
41,27565,655.0,41.0,266.0,188.0,0.0,80.0,2065.0,953.0,1112.0,78747,27403,852.0,34.0,360.0,255.0,0.0,74.0,2397.0,1062.0,1335.0,27246,845.0,32.0,0.0,210.0,0.0,64.0,1929.0,915.0,1014.0,27883,918.0,24.0,0.0,27.0,0.0,104.0,1497.0,664.0,833.0,32248,1185.0,0.0,0.0,20.0,0.0,13.0,1465.0,676.0,789.0,21671,1015.0,0.0,0.0,0.0,0.0,32.0,1169.0,607.0,562.0,2136,894.0,8.0,11.0,0.0,0.0,34.0,1050.0,602.0,448.0,18920,857.0,8.0,23.0,0.0,0.0,36.0,1045.0,595.0,450.0
42,27566,2289.0,517.0,70.0,115.0,0.0,71.0,3356.0,1866.0,1490.0,78748,27404,2573.0,487.0,19.0,34.0,0.0,147.0,3615.0,1966.0,1649.0,27247,3410.0,341.0,21.0,29.0,0.0,151.0,4177.0,2109.0,2068.0,27884,3455.0,281.0,16.0,81.0,0.0,226.0,4251.0,2229.0,2022.0,32249,3274.0,162.0,18.0,98.0,0.0,222.0,3882.0,2021.0,1861.0,21672,3942.0,189.0,0.0,98.0,0.0,262.0,4639.0,2422.0,2217.0,17809,4072.0,152.0,0.0,150.0,0.0,149.0,4722.0,2337.0,2385.0,19548,3469.0,185.0,0.0,156.0,0.0,208.0,4220.0,2239.0,1981.0
43,27567,1513.0,379.0,3.0,190.0,0.0,30.0,2166.0,941.0,1225.0,78749,27405,1497.0,306.0,2.0,220.0,0.0,89.0,2178.0,900.0,1278.0,27248,1668.0,160.0,2.0,203.0,0.0,46.0,2156.0,1030.0,1126.0,27885,1387.0,145.0,2.0,291.0,0.0,58.0,1928.0,903.0,1025.0,32250,1629.0,175.0,1.0,202.0,0.0,60.0,2106.0,979.0,1127.0,21673,1568.0,54.0,0.0,136.0,0.0,51.0,1819.0,747.0,1072.0,2137,1547.0,72.0,0.0,134.0,0.0,39.0,1802.0,766.0,1036.0,18921,1348.0,106.0,0.0,150.0,0.0,179.0,1783.0,705.0,1078.0
44,27568,830.0,381.0,0.0,231.0,0.0,71.0,1580.0,834.0,746.0,78750,27406,1374.0,48.0,0.0,353.0,0.0,71.0,1859.0,890.0,969.0,27249,1233.0,67.0,0.0,437.0,0.0,43.0,1780.0,769.0,1011.0,27886,1442.0,62.0,0.0,520.0,0.0,61.0,2085.0,812.0,1273.0,33041,1835.0,45.0,0.0,460.0,0.0,98.0,2438.0,1112.0,1326.0,21674,1800.0,54.0,0.0,359.0,0.0,0.0,2213.0,1011.0,1202.0,2802,1626.0,245.0,0.0,353.0,0.0,68.0,2292.0,960.0,1332.0,17971,1454.0,194.0,0.0,225.0,0.0,80.0,1965.0,944.0,1021.0
45,27569,2745.0,2.0,0.0,582.0,0.0,143.0,3656.0,1532.0,2124.0,78751,27407,2869.0,17.0,0.0,354.0,0.0,114.0,3714.0,1581.0,2133.0,27250,2720.0,16.0,0.0,159.0,0.0,166.0,3481.0,1368.0,2113.0,27887,2591.0,18.0,27.0,137.0,0.0,87.0,3391.0,1393.0,1998.0,33042,2560.0,87.0,34.0,156.0,0.0,82.0,3433.0,1386.0,2047.0,21675,2258.0,133.0,27.0,208.0,0.0,64.0,3097.0,1317.0,1780.0,2698,2086.0,124.0,24.0,270.0,17.0,80.0,2906.0,1224.0,1682.0,19018,2157.0,119.0,23.0,323.0,35.0,77.0,2971.0,1246.0,1725.0
46,27570,3709.0,623.0,0.0,45.0,0.0,85.0,5214.0,2584.0,2630.0,78752,27408,3686.0,863.0,0.0,77.0,0.0,32.0,5489.0,2726.0,2763.0,27251,4769.0,770.0,0.0,69.0,0.0,48.0,6490.0,3242.0,3248.0,27888,3976.0,818.0,0.0,126.0,0.0,108.0,6420.0,3469.0,2951.0,33043,3703.0,689.0,0.0,104.0,0.0,95.0,5828.0,2978.0,2850.0,21676,4091.0,677.0,0.0,101.0,0.0,86.0,5808.0,2865.0,2943.0,2732,3267.0,393.0,140.0,175.0,0.0,135.0,5254.0,2688.0,2566.0,19088,2653.0,465.0,160.0,195.0,0.0,75.0,4868.0,2364.0,2504.0
47,27571,6402.0,1539.0,0.0,358.0,0.0,54.0,11949.0,5457.0,6492.0,78753,27409,7845.0,1698.0,87.0,271.0,0.0,126.0,13770.0,6547.0,7223.0,27252,8279.0,1750.0,75.0,309.0,0.0,156.0,14184.0,7008.0,7176.0,27889,8597.0,1867.0,120.0,280.0,7.0,216.0,15009.0,7715.0,7294.0,33044,7346.0,2094.0,63.0,341.0,18.0,395.0,13934.0,6795.0,7139.0,21677,7007.0,2056.0,79.0,467.0,16.0,522.0,13570.0,6582.0,6988.0,2803,6055.0,1675.0,14.0,556.0,15.0,415.0,12054.0,5741.0,6313.0,17972,5663.0,1529.0,106.0,589.0,23.0,542.0,11599.0,5727.0,5872.0
48,27572,593.0,338.0,0.0,157.0,0.0,44.0,1305.0,518.0,787.0,78754,27410,810.0,319.0,0.0,158.0,0.0,83.0,1538.0,608.0,930.0,27253,1098.0,131.0,0.0,183.0,0.0,119.0,1736.0,657.0,1079.0,27890,1173.0,190.0,0.0,201.0,0.0,144.0,2063.0,830.0,1233.0,33045,1538.0,328.0,0.0,205.0,0.0,137.0,2635.0,908.0,1727.0,21678,1896.0,518.0,0.0,156.0,0.0,39.0,2906.0,809.0,2097.0,17858,1648.0,528.0,0.0,248.0,0.0,32.0,2741.0,753.0,1988.0,19602,2005.0,484.0,0.0,207.0,0.0,0.0,2905.0,856.0,2049.0
49,27573,394.0,97.0,2.0,0.0,0.0,0.0,496.0,318.0,178.0,78756,27411,537.0,69.0,0.0,42.0,0.0,0.0,742.0,522.0,220.0,27254,698.0,91.0,0.0,41.0,0.0,0.0,915.0,590.0,325.0,27891,660.0,111.0,0.0,37.0,0.0,0.0,951.0,615.0,336.0,33046,683.0,73.0,0.0,39.0,0.0,0.0,944.0,624.0,320.0,21679,598.0,86.0,0.0,45.0,0.0,0.0,862.0,503.0,359.0,17813,369.0,66.0,0.0,6.0,0.0,0.0,493.0,242.0,251.0,19551,320.0,77.0,0.0,5.0,0.0,0.0,463.0,188.0,275.0
50,27574,2009.0,52.0,0.0,91.0,0.0,55.0,3428.0,1755.0,1673.0,78757,27412,2115.0,54.0,0.0,80.0,0.0,16.0,3538.0,1791.0,1747.0,27255,2257.0,147.0,0.0,93.0,0.0,24.0,3302.0,1591.0,1711.0,27892,2884.0,202.0,0.0,40.0,0.0,42.0,4021.0,1859.0,2162.0,33047,2377.0,181.0,0.0,165.0,0.0,40.0,3769.0,1755.0,2014.0,21680,2148.0,156.0,0.0,232.0,0.0,89.0,3568.0,1658.0,1910.0,2138,2189.0,67.0,0.0,191.0,0.0,124.0,3559.0,1726.0,1833.0,18922,2273.0,169.0,0.0,144.0,0.0,101.0,3775.0,1840.0,1935.0
51,27575,3490.0,1747.0,34.0,354.0,0.0,258.0,9514.0,4024.0,5490.0,78758,27413,4651.0,2071.0,0.0,94.0,0.0,135.0,10778.0,4739.0,6039.0,27256,5371.0,1687.0,24.0,249.0,0.0,193.0,10952.0,4986.0,5966.0,27893,5914.0,1353.0,18.0,343.0,0.0,235.0,10606.0,5000.0,5606.0,33048,6020.0,1227.0,23.0,381.0,0.0,224.0,10990.0,5177.0,5813.0,21681,5944.0,1080.0,35.0,356.0,0.0,264.0,10471.0,5083.0,5388.0,2733,4961.0,739.0,64.0,399.0,0.0,210.0,9224.0,4068.0,5156.0,19089,4576.0,745.0,36.0,232.0,0.0,153.0,8625.0,3601.0,5024.0
52,27576,1965.0,193.0,0.0,292.0,0.0,56.0,3162.0,1432.0,1730.0,78759,27414,1927.0,208.0,0.0,487.0,0.0,23.0,2853.0,1305.0,1548.0,27257,1940.0,12.0,0.0,421.0,0.0,63.0,2723.0,1325.0,1398.0,27894,1659.0,30.0,0.0,412.0,0.0,76.0,2327.0,1044.0,1283.0,33049,1803.0,248.0,0.0,308.0,0.0,66.0,2545.0,1247.0,1298.0,21682,1671.0,194.0,0.0,333.0,0.0,73.0,2360.0,1209.0,1151.0,203,1590.0,213.0,0.0,199.0,0.0,154.0,2238.0,1212.0,1026.0,19604,1571.0,369.0,0.0,208.0,0.0,195.0,2441.0,1322.0,1119.0
